shipment_id,dispatch_date,warehouse_id,destination_city,courier_partner,distance_km,weight_kg,items_count,order_value_inr,promised_days,dispatch_hour,is_weekend_dispatch,is_festival_week,rainfall_mm,customer_prior_late_deliveries,customer_segment,payment_method,actual_delivery_days,delivery_note,is_late
SHP008914,2024-08-18,WH-BLR,Jaipur,SwiftEx,460.8,1.48,4,2429.15,4,8,1,0,8.5,2,Retail,UPI,2,,0
SHP005772,2024-01-13,WH-DEL,Lucknow,CityRunner,904.4,3.68,4,3344.81,2,15,1,0,2.5,1,Wholesale,Card,2,,0
SHP003322,2024-04-03,WH-PUN,Jaipur,IndiaPost Express,-1185.0,3.74,2,1149.18,4,19,0,0,0.0,,Business,COD,4,,0
SHP006000,2024-12-20,WH-PUN,Delhi,ValueShip,1378.5,0.2,1,609.08,4,21,0,0,0.0,0,Retail,Wallet,4,,0
SHP005583,2024-09-18,WH-DEL,Guwahati,BlueDart Lite,576.2,999.0,3,4035.69,2,8,0,0,2.3,,Business,Card,2,,0
SHP004743,2024-03-06,WH-DEL,ludhiana,ValueShip,2171.1,2.86,4,4716.75,4,19,0,0,1.8,,Retail,Wallet,6,Customer unavailable,1
SHP005853,2024-11-19,WH-DEL,Bengaluru,BlueDart Lite,1876.6,1.89,6,5683.7,4,9,0,1,0.0,0,Retail,Netbanking,3,,0
SHP001711,2024-10-20,WH-PUN,GURUGRAM,CityRunner,269.6,2.38,2,625.51,2,18,1,1,0.0,0,Business,UPI,2,,0
SHP000478,2024-03-08,WH-BLR,Ludhiana,BlueDart Lite,203.7,0.98,6,5949.88,5,18,0,0,0.0,1,Wholesale,UPI,5,,0
SHP006005,2024-05-14,WH-CHD,Delhi,BlueDart Lite,274.1,2.18,3,1253.82,4,11,0,0,2.9,0,Wholesale,UPI,4,,0
SHP005328,2024-04-04,WH-DEL,Delhi,BlueDart Lite,57.1,0.36,4,4949.7,3,8,0,0,11.8,1,Business,Wallet,3,,0
SHP003723,2024-02-03,WH-CHD,BENGALURU,IndiaPost Express,312.9,2.06,5,2086.81,2,11,1,0,3.6,1,Retail,UPI,3,,1
SHP005474,2024-10-18,WH-BLR,Delhi,ValueShip,2421.0,7.05,5,1685.87,5,9,0,1,0.0,0,Business,COD,5,,0
SHP006067,2024-01-20,WH-BLR,Bengaluru,IndiaPost Express,61.2,1.09,6,6476.25,3,10,1,0,12.0,1,Business,UPI,3,,0
SHP004245,2024-03-12,WH-PUN,CHANDIGARH,ValueShip,981.4,3.37,2,1624.56,3,17,0,0,0.1,0,Wholesale,UPI,3,,0
SHP002510,2024-11-25,WH-PUN,Mohali,CityRunner,2118.1,4.88,3,Rs. 3226.84,2,12,0,1,0.0,1,Wholesale,Netbanking,5,,1
SHP002489,2024-04-25,WH-DEL,Indore,SwiftEx,1766.0,0.6,3,,3,11,0,0,4.6,1,Wholesale,COD,2,,0
SHP006142,2024-02-27,WH-PUN,Mohali,BlueDart Lite,575.6,0.36,6,,4,13,0,0,0.3,0,Business,COD,7,,1
SHP000632,2024-06-23,WH-DEL,Gurugram,CityRunner,400.1,2.57,3,2588.59,2,8,1,0,0.0,1,Wholesale,Netbanking,2,,0
SHP008755,2024-01-02,WH-BLR,Bengaluru,ValueShip,65.4,2.34,3,952.95,5,10,0,0,11.3,0,Business,UPI,4,,0
SHP008358,2024-05-17,WH-DEL,Patna,CityRunner,1646.2,1.28,3,2569.93,2,18,0,0,6.6,0,Retail,UPI,5,,1
SHP004696,2024-06-08,WH-DEL,Ludhiana,BlueDart Lite,251.3,3.63,3,2546.55,3,10,1,0,4.1,0,Business,Wallet,3,Left with guard,0
SHP004918,2024-01-23,WH-CHD,Chandigarh,SwiftEx,59.4,2.23,5,1921.33,2,9,0,0,0.0,1,Retail,Wallet,2,Left with guard,0
SHP007426,2024-02-12,WH-CHD,Jaipur,SwiftEx,524.3,3.92,2,1550.56,4,8,0,0,0.0,1,Business,UPI,3,Left with guard,0
SHP004525,2024-02-12,WH-BLR,Chandigarh,SwiftEx,1373.3,2.67,4,4729.81,5,8,0,0,0.0,1,Business,COD,5,,0
SHP003809,2024-06-06,WH-DEL,Lucknow,IndiaPost Express,1268.3,4.65,4,,3,11,0,0,1.8,0,Wholesale,COD,5,,1
SHP003693,2024-12-23,WH-BLR,patna,IndiaPost Express,884.6,5.62,2,1849.13,4,11,0,0,0.0,1,Business,COD,3,Delivered on time,0
SHP006384,2024-11-08,WH-PUN,Delhi,BlueDart Lite,832.1,1.37,6,7661.04,4,8,0,1,1.7,0,Retail,Card,4,,0
SHP000861,2024-12-27,WH-DEL,Patna,CityRunner,2797.9,2.35,5,,3,12,0,0,1.4,0,Business,UPI,5,Address updated,1
SHP000634,2024-05-11,WH-BLR,Bengaluru,BlueDart Lite,58.1,0.5,6,3540.94,3,10,1,1,0.0,1,Wholesale,UPI,3,,0
SHP002091,2024-06-15,WH-PUN,Chandigarh,CityRunner,1243.4,2.52,2,1019.69,4,16,1,0,6.5,1,Business,Netbanking,4,Delivered on time,0
SHP008730,2024-08-13,WH-PUN,Indore,CityRunner,1389.2,2.36,2,982.92,2,17,0,0,,1,Wholesale,Netbanking,3,,1
SHP003507,2024-03-01,WH-DEL,Chandigarh,IndiaPost Express,1810.9,6.38,2,1922.27,4,14,0,0,0.9,,Wholesale,COD,8,,1
SHP000633,2024-04-09,WH-CHD,Guwahati,SwiftEx,1163.5,,4,4586.15,2,10,0,0,1.3,0,Business,UPI,1,,0
SHP005743,2024-04-12,WH-DEL,Patna,BlueDart Lite,1160.8,1.11,2,2367.29,3,17,0,0,3.8,1,Wholesale,COD,2,,0
SHP001593,2024-06-22,WH-DEL,Delhi,CityRunner,68.9,3.56,3,4098.41,2,20,1,0,6.2,1,Retail,Netbanking,1,,0
SHP001562,2024-04-17,WH-CHD,Indore,SwiftEx,299.1,3.83,2,806.6,5,18,0,1,0.5,2,Retail,UPI,5,,0
SHP007192,2024-04-20,WH-DEL,Chandigarh,ValueShip,1593.0,3.55,4,1698.53,2,16,1,0,0.2,0,Retail,Card,5,,1
SHP007627,2024-05-09,WH-DEL,Indore,SwiftEx,1036.9,0.9,4,5048.34,5,12,0,0,0.0,1,Retail,Card,4,Delivered on time,0
SHP005582,2024-01-03,WH-DEL,Patna,CityRunner,2622.1,3.29,4,5089.15,3,17,0,0,1.3,0,Retail,Card,3,Delivered on time,0
SHP000781,2024-09-28,WH-BLR,Gurugram,BlueDart Lite,1341.6,2.52,1,432.21,2,13,1,1,10.3,1,Retail,Card,1,,0
SHP002432,2024-10-15,WH-BLR,Gurugram,SwiftEx,881.0,2.7,3,877.18,4,12,0,0,1.5,1,Business,UPI,3,Delivered on time,0
SHP006906,2024-09-07,WH-CHD,Patna,BlueDart Lite,1117.3,2.14,2,1901.41,2,15,1,0,10.1,0,Retail,UPI,3,Reattempt scheduled,1
SHP004356,2024-03-29,WH-CHD,Jaipur,CityRunner,155.6,3.76,5,1908.47,5,13,0,0,5.4,0,Business,UPI,5,Left with guard,0
SHP000838,2024-05-19,WH-PUN,Patna,IndiaPost Express,2029.4,4.24,3,1325.48,4,21,1,0,0.0,2,Retail,Card,5,,1
SHP008841,2024-05-07,WH-DEL,Lucknow,CityRunner,1553.1,4.56,3,2801.54,3,16,0,0,6.9,0,Business,Netbanking,3,Delivered on time,0
SHP008797,2024-04-27,WH-DEL,Indore,SwiftEx,1043.5,3.16,2,784.25,3,21,1,0,1.7,,Wholesale,UPI,3,,0
SHP008359,2024-04-01,WH-PUN,Gurugram,ValueShip,1064.8,2.38,1,1006.11,3,11,0,0,2.2,2,Retail,Wallet,7,,1
SHP001892,2024-08-10,WH-BLR,Lucknow,CityRunner,1856.1,3.83,3,869.41,4,17,1,0,6.1,3,Business,Wallet,5,,1
SHP004943,2024-05-14,WH-CHD,Jaipur,IndiaPost Express,363.8,0.26,3,1112.8,4,9,0,0,9.5,1,Retail,Card,4,,0
SHP004323,2024-09-03,WH-BLR,Mohali,BlueDart Lite,1861.8,2.42,5,3456.2,3,10,0,0,1.5,1,Wholesale,UPI,3,,0
SHP005964,2024-01-04,WH-BLR,Delhi,ValueShip,573.1,3.9,6,4007.04,4,12,0,0,0.0,1,Retail,Card,4,,0
SHP007164,2024-11-08,WH-CHD,Guwahati,SwiftEx,1571.8,2.33,1,910.71,5,21,0,1,0.0,0,Wholesale,Netbanking,3,,0
SHP006284,2024-07-12,WH-DEL, Indore,IndiaPost Express,1709.8,2.33,2,451.65,3,18,0,1,1.3,0,Wholesale,Netbanking,5,Customer unavailable,1
SHP001968,2024-01-11,WH-BLR,lucknow,ValueShip,449.8,0.27,4,3304.8,3,12,0,0,0.0,1,Business,Card,2,Left with guard,0
SHP008314,2024-11-03,WH-CHD,Guwahati,SwiftEx,1540.6,2.78,2,1918.56,3,21,1,1,17.5,3,Retail,Card,4,,1
SHP001389,2024-05-06,WH-PUN,Lucknow,CityRunner,1922.5,3.82,4,5253.14,4,21,0,0,0.0,1,Wholesale,Wallet,8,,1
SHP005463,2024-12-10,WH-DEL,Gurugram,SwiftEx,200.4,3.48,5,3214.42,2,10,0,0,5.0,0,Wholesale,Netbanking,2,,0
SHP008851,2024-08-28,WH-DEL,Chandigarh,IndiaPost Express,1406.2,3.41,5,5399.39,2,21,0,0,4.4,0,Wholesale,Card,2,,0
SHP003844,2024-05-29,WH-DEL,Patna,ValueShip,555.7,,3,1141.55,4,17,0,0,0.0,0,Business,UPI,4,,0
SHP000236,2024-10-02,WH-BLR,Ludhiana,IndiaPost Express,1408.3,4.72,2,2036.07,2,18,0,0,0.0,0,Retail,Netbanking,2,,0
SHP008662,2024-12-02,WH-PUN,Patna,IndiaPost Express,363.1,3.6,1,1299.67,3,16,0,0,0.0,1,Wholesale,UPI,3,,0
SHP002270,2024-04-29,WH-DEL,Gurugram,IndiaPost Express,1113.4,2.51,4,3155.66,3,17,0,1,0.0,0,Business,Netbanking,1,,0
SHP000772,2024-12-01,WH-PUN,Chandigarh,CityRunner,1784.6,1.11,2,1320.15,2,10,1,0,2.9,0,Retail,Netbanking,2,,0
SHP000874,2024-12-09,WH-CHD,Gurugram,SwiftEx,857.0,0.78,3,3478.68,3,18,0,0,10.9,1,Business,Wallet,2,,0
SHP004950,2024-05-09,WH-BLR,Guwahati,SwiftEx,1028.4,1.99,1,1179.28,4,21,0,0,6.8,0,Wholesale,COD,4,Left with guard,0
SHP003235,2024-07-20,WH-CHD,gurugram,IndiaPost Express,1998.5,4.03,3,1501.08,2,14,1,0,0.0,0,Retail,UPI,2,,0
SHP004375,2024-01-19,WH-DEL,Bengaluru,SwiftEx,1051.6,3.15,4,1982.73,3,10,0,1,0.0,0,Wholesale,UPI,3,,0
SHP003657,2024-11-23,WH-DEL,chandigarh,BlueDart Lite,1828.4,3.4,2,2565.33,2,11,1,1,9.7,0,Business,Wallet,2,Delivered on time,0
SHP002955,2024-02-10,WH-CHD,Indore,SwiftEx,961.5,1.88,3,757.27,5,17,1,0,2.8,2,Business,Wallet,5,,0
SHP003886,2024-02-02,WH-DEL,Lucknow,IndiaPost Express,206.4,3.35,4,3694.76,5,10,0,0,8.0,0,Business,Card,3,,0
SHP005567,2024-02-09,WH-PUN,Bengaluru,ValueShip,359.4,5.38,2,1735.56,5,9,0,0,8.5,1,Wholesale,Wallet,3,,0
SHP005966,2024-12-13,WH-PUN,Bengaluru,BlueDart Lite,473.4,2.04,5,5254.87,2,10,0,0,11.0,0,Wholesale,Netbanking,1,Left with guard,0
SHP005909,2024-06-12,WH-PUN,Chandigarh,IndiaPost Express,1813.5,2.98,2,2777.86,4,17,0,0,0.0,0,Business,Netbanking,6,Customer unavailable,1
SHP008218,2024-04-17,WH-CHD,jaipur,CityRunner,1289.0,1.82,2,2124.56,3,12,0,0,0.0,0,Retail,COD,3,,0
SHP008056,2024-11-30,WH-BLR,Pune,SwiftEx,1283.6,4.27,2,1481.24,3,17,1,1,0.0,0,Retail,COD,1,,0
SHP005525,2024-02-07,WH-CHD,Pune,CityRunner,458.2,0.85,4,2929.69,3,20,0,0,7.2,0,Wholesale,Wallet,1,Left with guard,0
SHP003296,2024-04-29,WH-CHD,PUNE,CityRunner,1756.5,0.48,4,1218.2,2,17,0,0,0.0,0,Wholesale,Card,3,,1
SHP005562,2024-03-04,WH-BLR,Bengaluru,SwiftEx,-64.0,2.03,5,3017.23,4,14,0,0,2.5,0,Wholesale,Card,3,Delivered on time,0
SHP001447,2024-02-10,WH-DEL,bengaluru,SwiftEx,546.2,2.18,1,470.63,3,15,1,0,8.5,,Business,COD,2,Delivered on time,0
SHP006194,2024-03-29,WH-CHD,Gurugram,SwiftEx,1396.5,2.76,6,6665.2,3,16,0,0,0.0,1,Business,Card,3,,0
SHP001008,2024-05-23,WH-BLR,Indore,IndiaPost Express,1727.3,3.85,3,1651.55,4,12,0,0,0.0,0,Business,Netbanking,3,Delivered on time,0
SHP003132,2024-08-28,WH-PUN,Delhi,CityRunner,1170.6,2.85,4,1506.57,4,20,0,0,1.1,1,Wholesale,Wallet,4,,0
SHP008803,2024-08-16,WH-CHD,Bengaluru,IndiaPost Express,435.3,2.81,2,1616.89,3,12,0,0,12.6,1,Business,Netbanking,1,,0
SHP005504,2024-02-09,WH-PUN,Mohali,IndiaPost Express,1401.7,1.12,3,2059.2,2,10,0,0,,0,Wholesale,Netbanking,1,,0
SHP003415,2024-03-24,WH-CHD,Pune,CityRunner,1392.1,1.84,4,4625.59,4,15,1,0,0.5,0,Retail,UPI,4,Left with guard,0
SHP000471,2024-12-10,WH-CHD,Ludhiana,SwiftEx,1948.7,1.52,3,3193.92,4,9,0,0,6.2,0,Wholesale,Netbanking,4,Delivered on time,0
SHP001678,2024-04-08,WH-BLR,Bengaluru,IndiaPost Express,77.1,3.63,6,4219.84,4,19,0,0,0.0,1,Wholesale,Netbanking,4,Delivered on time,0
SHP007686,2024-02-22,WH-PUN,Guwahati,SwiftEx,1961.2,2.18,2,2211.12,2,8,0,0,10.4,0,Retail,UPI,3,Customer unavailable,1
SHP004792,2024-01-03,WH-DEL,pune,SwiftEx,808.0,0.22,2,2548.1,5,15,0,0,3.7,0,Retail,UPI,5,Left with guard,0
SHP005267,2024-05-27,WH-BLR,Indore,SwiftEx,1204.9,2.62,3,1436.13,3,11,0,1,5.6,0,Wholesale,Netbanking,3,Delivered on time,0
SHP000166,2024-04-18,WH-BLR,Gurugram,SwiftEx,433.7,1.57,3,1131.45,5,20,0,0,3.7,2,Business,UPI,4,,0
SHP002441,2024-03-19,WH-BLR,Bengaluru,ValueShip,66.3,3.51,2,1455.39,3,8,0,0,4.8,2,Wholesale,Wallet,3,Delivered on time,0
SHP003287,2024-05-09,WH-BLR,Pune,IndiaPost Express,1573.9,1.04,3,1691.59,3,9,0,0,7.5,2,Business,Wallet,2,Delivered on time,0
SHP006731,2024-05-23,WH-CHD,Pune,SwiftEx,1407.9,2.43,1,744.29,5,18,0,0,6.1,0,Retail,Wallet,5,,0
SHP005259,2024-11-20,WH-PUN,Indore,ValueShip,1738.8,4.06,4,2813.12,4,16,0,0,0.0,1,Business,Card,4,,0
SHP007223,2024-05-12,WH-PUN,Patna,CityRunner,2424.6,5.52,4,5014.65,4,9,1,0,0.0,0,Wholesale,COD,6,Reattempt scheduled,1
SHP007963,2024-08-01,WH-BLR,Lucknow,CityRunner,1268.3,3.02,3,796.86,3,20,0,0,0.0,0,Retail,UPI,3,,0
SHP004966,2024-05-12,WH-CHD,Indore,ValueShip,1607.6,3.01,4,,3,9,1,0,3.1,0,Retail,UPI,6,,1
SHP003622,2024-10-24,WH-CHD,Pune,IndiaPost Express,1702.5,0.37,3,3219.71,3,9,0,0,8.6,0,Wholesale,Wallet,3,Delivered on time,0
SHP007278,2024-09-09,WH-BLR,Mohali,IndiaPost Express,414.9,0.89,3,2231.37,3,10,0,0,2.7,1,Retail,COD,3,Delivered on time,0
SHP006256,2024-05-13,WH-PUN,Mohali,SwiftEx,1563.8,2.6,4,5518.52,5,17,0,0,2.1,0,Wholesale,Wallet,5,,0
SHP006920,2024-03-13,WH-CHD,Jaipur,IndiaPost Express,2372.8,1.45,2,1948.41,2,19,0,0,5.6,0,Wholesale,Netbanking,1,Left with guard,0
SHP008660,2024-07-18,WH-BLR,Indore,ValueShip,826.8,3.67,6,7664.96,3,10,0,0,0.0,0,Retail,Wallet,3,Delivered on time,0
SHP001370,2024-05-04,WH-DEL,Patna,ValueShip,2382.2,2.21,4,4654.06,4,19,1,0,1.9,0,Retail,UPI,7,Customer unavailable,1
SHP005203,2024-09-27,WH-BLR,Gurugram,CityRunner,1577.5,1.31,2,959.82,2,15,0,0,2.5,0,Business,COD,3,,1
SHP002308,2024-06-25,WH-BLR,Ludhiana,ValueShip,1158.2,5.11,3,3297.0,4,16,0,0,0.0,1,Business,Wallet,5,,1
SHP006519,2024-04-15,WH-CHD,Lucknow,SwiftEx,617.0,,2,2026.33,3,21,0,0,0.0,0,Business,Netbanking,3,,0
SHP000011,2024-04-12,WH-BLR,Patna,BlueDart Lite,763.6,2.63,4,4330.58,3,13,0,0,0.0,0,Business,Netbanking,1,,0
SHP008330,2024-12-07,WH-BLR,Chandigarh,IndiaPost Express,1853.7,1.69,3,1230.05,3,21,1,0,0.0,1,Retail,Wallet,4,,1
SHP004400,2024-11-10,WH-BLR,Gurugram,SwiftEx,1375.9,3.35,1,440.08,3,16,1,1,2.8,1,Business,Wallet,5,,1
SHP004103,2024-02-16,WH-CHD,Gurugram,CityRunner,560.6,0.97,3,1880.57,4,11,0,0,0.8,1,Wholesale,Netbanking,2,Delivered on time,0
SHP006725,2024-06-23,WH-BLR,Ludhiana,BlueDart Lite,661.2,5.13,5,1386.45,2,9,1,0,13.9,0,Business,COD,1,,0
SHP003920,2024-10-27,WH-DEL,Ludhiana,SwiftEx,1734.7,1.3,3,2826.93,3,9,1,0,7.5,1,Business,Netbanking,4,Customer unavailable,1
SHP008149,2024-11-12,WH-PUN,Guwahati,SwiftEx,175.4,0.87,2,2289.04,5,13,0,1,0.0,1,Business,COD,5,,0
SHP007260,2024-08-04,WH-PUN,Gurugram,CityRunner,2009.9,5.92,1,275.76,2,10,1,1,6.1,0,Retail,COD,3,Customer unavailable,1
SHP006023,2024-01-12,WH-BLR,Guwahati,ValueShip,1949.5,2.54,5,6484.09,3,13,0,0,2.7,1,Wholesale,COD,4,Address updated,1
SHP004434,2024-11-18,WH-DEL,Ludhiana,ValueShip,350.0,0.28,2,2612.18,3,11,0,0,0.0,1,Wholesale,Card,1,,0
SHP000397,2024-12-08,WH-PUN,Delhi,CityRunner,2641.9,1.61,4,4719.93,5,12,1,0,0.0,0,Retail,UPI,5,Delivered on time,0
SHP002834,2024-10-18,WH-CHD, Patna,IndiaPost Express,2046.4,2.67,1,1072.04,3,20,0,1,0.0,1,Business,Card,4,Address updated,1
SHP001675,2024-08-03,WH-BLR,Bengaluru,SwiftEx,54.0,0.71,3,2433.59,4,10,1,0,0.0,1,Retail,Wallet,4,,0
SHP001227,2024-07-20,WH-BLR,Guwahati,CityRunner,2658.7,2.54,1,995.73,5,16,1,0,9.2,0,Business,COD,8,Reattempt scheduled,1
SHP000117,2024-06-14,WH-DEL,Jaipur,IndiaPost Express,592.9,2.46,1,378.0,3,15,0,0,8.9,0,Retail,COD,4,,1
SHP008191,2024-03-04,WH-DEL,Gurugram,IndiaPost Express,1468.0,0.67,3,1985.03,3,10,0,0,0.0,0,Business,Card,3,,0
SHP001643,2024-08-30,WH-DEL,Guwahati,IndiaPost Express,589.8,2.93,4,5002.43,4,8,0,0,,2,Wholesale,COD,4,Delivered on time,0
SHP000635,2024-08-13,WH-CHD,Delhi,IndiaPost Express,2173.1,0.7,2,2299.64,3,18,0,0,1.2,2,Wholesale,Netbanking,3,,0
SHP000643,2024-05-05,WH-CHD,Pune,IndiaPost Express,1135.4,5.36,4,2491.26,3,11,1,0,3.5,0,Business,Wallet,2,,0
SHP002849,2024-09-30,WH-BLR,Chandigarh,SwiftEx,2276.8,3.14,6,6997.98,2,21,0,0,0.0,0,Business,Wallet,1,,0
SHP001427,2024-03-29,WH-PUN,Guwahati,CityRunner,318.7,6.27,1,249.87,3,8,0,0,0.4,0,Wholesale,Wallet,5,Address updated,1
SHP003326,2024-02-10,WH-PUN,Mohali,IndiaPost Express,1248.7,0.5,5,6256.74,2,13,1,0,0.0,0,Business,UPI,5,,1
SHP003729,2024-06-27,WH-CHD,Bengaluru,BlueDart Lite,-626.5,,3,2455.97,5,10,0,0,0.0,,Business,Netbanking,4,,0
SHP006775,2024-12-21,WH-BLR,Guwahati,ValueShip,960.4,3.83,4,3191.39,5,9,1,0,6.2,1,Retail,Netbanking,5,Delivered on time,0
SHP003711,2024-09-07,WH-CHD,Delhi,IndiaPost Express,1763.5,4.33,1,589.33,3,16,1,0,11.6,1,Business,UPI,2,Left with guard,0
SHP006578,2024-11-16,WH-DEL,Ludhiana,CityRunner,2138.5,4.74,2,1096.77,2,13,1,0,4.4,1,Retail,Card,6,Reattempt scheduled,1
SHP008151,2024-01-25,WH-CHD,Ludhiana,IndiaPost Express,1237.7,4.65,4,4753.89,3,10,0,0,0.0,1,Retail,COD,3,Left with guard,0
SHP002874,2024-09-16,WH-PUN,Patna,CityRunner,1717.0,4.44,5,2540.07,4,21,0,0,4.4,1,Wholesale,COD,6,,1
SHP004111,2024-01-17,WH-CHD,Guwahati,BlueDart Lite,858.7,2.24,3,2074.34,2,10,0,0,7.0,3,Wholesale,Netbanking,3,Reattempt scheduled,1
SHP007509,2024-05-31,WH-BLR,JAIPUR,ValueShip,1844.6,1.95,2,1425.56,5,18,0,0,0.0,1,Business,UPI,5,Delivered on time,0
SHP006850,2024-08-27,WH-BLR,Jaipur,SwiftEx,1709.2,3.78,3,677.91,2,21,0,0,,0,Retail,COD,3,Customer unavailable,1
SHP005378,2024-11-15,WH-CHD,Jaipur,IndiaPost Express,1344.2,0.79,1,881.66,5,15,0,1,2.4,1,Business,UPI,3,,0
SHP004507,2024-08-27,WH-BLR,Delhi,SwiftEx,1090.5,0.2,2,1724.34,2,14,0,0,4.7,,Wholesale,Wallet,1,Left with guard,0
SHP000720,2024-08-01,WH-CHD,bengaluru,ValueShip,1915.3,2.68,3,2968.77,3,8,0,0,2.7,1,Wholesale,Netbanking,5,,1
SHP005591,2024-03-05,WH-PUN,Lucknow,BlueDart Lite,2219.8,2.1,3,1792.1,3,15,0,0,0.0,0,Retail,Netbanking,3,,0
SHP005832,2024-09-07,WH-PUN,Jaipur,SwiftEx,1618.5,1.29,1,316.03,3,8,1,1,6.8,0,Wholesale,UPI,3,Left with guard,0
SHP003857,2024-09-17,WH-PUN,Patna,BlueDart Lite,243.2,3.36,5,2310.18,3,20,0,0,7.9,1,Retail,COD,3,,0
SHP007584,2024-10-21,WH-DEL,Delhi,IndiaPost Express,68.6,4.61,4,2748.54,2,16,0,0,5.4,0,Retail,Card,1,,0
SHP005822,2024-11-01,WH-PUN,Ludhiana,CityRunner,319.8,3.65,3,1401.68,4,21,0,1,0.0,1,Business,Netbanking,6,Customer unavailable,1
SHP007317,2024-06-22,WH-CHD,Jaipur,IndiaPost Express,397.0,3.27,3,4026.38,2,19,1,0,6.9,1,Retail,Netbanking,3,Customer unavailable,1
SHP003320,2024-07-03,WH-BLR,Chandigarh,ValueShip,843.7,3.51,6,7324.94,4,17,0,0,5.7,0,Business,Netbanking,2,Delivered on time,0
SHP005840,2024-08-15,WH-CHD,Mohali,IndiaPost Express,2147.8,1.46,3,3171.48,2,14,0,0,5.0,1,Retail,Netbanking,3,Address updated,1
SHP007619,2024-05-01,WH-CHD,Mohali,CityRunner,1270.7,2.91,3,2100.23,3,17,0,0,0.0,0,Retail,UPI,2,Left with guard,0
SHP004374,2024-02-07,WH-BLR,Delhi,IndiaPost Express,2292.4,0.64,4,3053.67,3,11,0,0,7.4,0,Business,UPI,2,Left with guard,0
SHP000798,2024-05-02,WH-CHD,Delhi,ValueShip,1649.5,0.31,4,1627.98,3,10,0,0,0.0,2,Business,Netbanking,7,,1
SHP005328,2024-04-04,WH-DEL,Delhi,BlueDart Lite,57.1,0.36,4,4949.7,3,8,0,0,11.8,1,Business,Wallet,3,,0
SHP005063,2024-04-07,WH-CHD,Ludhiana,CityRunner,1200.2,0.49,4,3447.12,4,13,1,0,2.9,0,Wholesale,UPI,4,,0
SHP006428,2024-10-19,WH-BLR,Indore,CityRunner,1971.2,0.8,3,771.21,5,21,1,1,2.9,0,Business,Card,5,,0
SHP002554,2024-05-13,WH-CHD,MOHALI,CityRunner,-1636.1,3.29,2,2274.43,2,18,0,0,3.9,2,Wholesale,Card,3,Customer unavailable,1
SHP003342,2024-03-10,WH-BLR,Indore,SwiftEx,2035.3,5.53,3,2732.09,3,13,1,0,1.9,0,Business,Card,3,Left with guard,0
SHP004954,2024-02-24,WH-CHD,Delhi,SwiftEx,788.6,0.68,3,1260.61,4,8,1,0,3.6,2,Business,Netbanking,3,Delivered on time,0
SHP007218,2024-11-13,WH-BLR,Bengaluru,ValueShip,57.3,1.78,3,573.41,2,20,0,0,2.6,1,Retail,Wallet,2,,0
SHP001842,2024-11-26,WH-PUN,Ludhiana,CityRunner,285.8,3.61,3,668.9,5,21,0,1,0.9,0,Retail,Netbanking,3,,0
SHP006660,2024-08-07,WH-CHD,Indore,CityRunner,914.4,2.78,2,1514.3,3,13,0,0,3.6,2,Wholesale,COD,3,Delivered on time,0
SHP008933,2024-04-05,WH-PUN,Pune,CityRunner,58.5,2.19,2,1079.79,3,19,0,0,3.6,1,Wholesale,COD,1,Delivered on time,0
SHP004756,2024-05-31,WH-CHD,Pune,SwiftEx,1678.3,1.5,1,1362.81,4,11,0,0,11.1,0,Business,Netbanking,4,Delivered on time,0
SHP007966,2024-07-29,WH-PUN,Pune,IndiaPost Express,61.1,999.0,3,2941.54,3,9,0,0,0.8,2,Business,COD,1,Delivered on time,0
SHP001462,2024-11-07,WH-PUN,Guwahati,ValueShip,1283.3,3.79,7,7313.54,4,21,0,1,0.0,3,Wholesale,COD,8,,1
SHP007637,2024-04-24,WH-CHD,Patna,CityRunner,670.7,4.69,3,2412.7,4,18,0,0,0.0,0,Retail,Card,2,,0
SHP004158,2024-12-16,WH-DEL,guwahati,BlueDart Lite,2004.3,2.92,3,,4,12,0,1,0.0,1,Wholesale,Card,2,,0
SHP002641,2024-06-14,WH-BLR,Gurugram,ValueShip,2398.7,1.11,3,1296.75,4,16,0,0,3.6,0,Retail,Wallet,4,Delivered on time,0
SHP006467,2024-09-19,WH-BLR,Gurugram,CityRunner,756.3,4.7,5,6692.74,5,18,0,0,,1,Retail,COD,5,Left with guard,0
SHP004200,2024-02-23,WH-DEL,Indore,ValueShip,785.7,4.71,3,2264.7,4,17,0,0,0.0,1,Business,Wallet,2,,0
SHP007064,2024-09-05,WH-DEL,Ludhiana,CityRunner,2288.2,1.5,3,3310.48,3,17,0,0,0.0,0,Business,Netbanking,2,Delivered on time,0
SHP001623,2024-02-03,WH-PUN,Pune,CityRunner,59.8,1.81,3,1857.37,3,20,1,0,2.2,3,Wholesale,Wallet,3,Left with guard,0
SHP004156,2024-03-04,WH-DEL,Gurugram,SwiftEx,1035.6,1.04,3,1459.79,4,15,0,0,0.0,0,Wholesale,COD,4,Delivered on time,0
SHP004788,2024-03-05,WH-DEL,Guwahati,IndiaPost Express,1405.2,2.25,1,1061.86,3,17,0,0,6.0,0,Wholesale,Card,3,Delivered on time,0
SHP004694,2024-03-21,WH-DEL,Indore,BlueDart Lite,386.8,1.74,3,1911.08,2,17,0,0,0.0,0,Wholesale,Netbanking,2,,0
SHP003543,2024-11-13,WH-CHD,Lucknow,IndiaPost Express,1784.6,2.79,2,1371.01,2,15,0,1,12.8,1,Retail,Wallet,5,Customer unavailable,1
